Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
singapore,Singapore,"<p>Travel eSIM data plan for Singapore.</p>
<p>If you already have a Telna eSIM from us, this purchase will be added as a top-up to your existing eSIM. If this is your first purchase, we will email your QR code after payment.</p>",Quebec eSIM,,eSIM,"eSIM, Singapore, Telna",false,Type de forfait,Nouvelle eSIM,,Forfait,1GB / 5 Days,,,,,TELNA-NEW-SINGAPORE-1GB-5D,0.0,,9999,continue,manual,2.99,,false,false,,,,,,,,,false,,,,kg,,,active
singapore,,,,,,,false,,Recharge,,,1GB / 5 Days,,,,,TELNA-TOPUP-SINGAPORE-1GB-5D,0.0,,9999,continue,manual,2.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,1GB / 10 Days,,,,,TELNA-NEW-SINGAPORE-1GB-10D,0.0,,9999,continue,manual,3.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,1GB / 10 Days,,,,,TELNA-TOPUP-SINGAPORE-1GB-10D,0.0,,9999,continue,manual,3.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,1GB / 15 Days,,,,,TELNA-NEW-SINGAPORE-1GB-15D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,1GB / 15 Days,,,,,TELNA-TOPUP-SINGAPORE-1GB-15D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,1GB / 30 Days,,,,,TELNA-NEW-SINGAPORE-1GB-30D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,1GB / 30 Days,,,,,TELNA-TOPUP-SINGAPORE-1GB-30D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,3GB / 5 Days,,,,,TELNA-NEW-SINGAPORE-3GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,3GB / 5 Days,,,,,TELNA-TOPUP-SINGAPORE-3GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,3GB / 10 Days,,,,,TELNA-NEW-SINGAPORE-3GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,3GB / 10 Days,,,,,TELNA-TOPUP-SINGAPORE-3GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,3GB / 15 Days,,,,,TELNA-NEW-SINGAPORE-3GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,3GB / 15 Days,,,,,TELNA-TOPUP-SINGAPORE-3GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,3GB / 30 Days,,,,,TELNA-NEW-SINGAPORE-3GB-30D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,3GB / 30 Days,,,,,TELNA-TOPUP-SINGAPORE-3GB-30D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,5GB / 5 Days,,,,,TELNA-NEW-SINGAPORE-5GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,5GB / 5 Days,,,,,TELNA-TOPUP-SINGAPORE-5GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,5GB / 10 Days,,,,,TELNA-NEW-SINGAPORE-5GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,5GB / 10 Days,,,,,TELNA-TOPUP-SINGAPORE-5GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,5GB / 15 Days,,,,,TELNA-NEW-SINGAPORE-5GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,5GB / 15 Days,,,,,TELNA-TOPUP-SINGAPORE-5GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,5GB / 30 Days,,,,,TELNA-NEW-SINGAPORE-5GB-30D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,5GB / 30 Days,,,,,TELNA-TOPUP-SINGAPORE-5GB-30D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,10GB / 5 Days,,,,,TELNA-NEW-SINGAPORE-10GB-5D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,10GB / 5 Days,,,,,TELNA-TOPUP-SINGAPORE-10GB-5D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,10GB / 10 Days,,,,,TELNA-NEW-SINGAPORE-10GB-10D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,10GB / 10 Days,,,,,TELNA-TOPUP-SINGAPORE-10GB-10D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,10GB / 15 Days,,,,,TELNA-NEW-SINGAPORE-10GB-15D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,10GB / 15 Days,,,,,TELNA-TOPUP-SINGAPORE-10GB-15D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,10GB / 30 Days,,,,,TELNA-NEW-SINGAPORE-10GB-30D,0.0,,9999,continue,manual,12.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,10GB / 30 Days,,,,,TELNA-TOPUP-SINGAPORE-10GB-30D,0.0,,9999,continue,manual,12.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,20GB / 5 Days,,,,,TELNA-NEW-SINGAPORE-20GB-5D,0.0,,9999,continue,manual,17.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,20GB / 5 Days,,,,,TELNA-TOPUP-SINGAPORE-20GB-5D,0.0,,9999,continue,manual,17.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,20GB / 10 Days,,,,,TELNA-NEW-SINGAPORE-20GB-10D,0.0,,9999,continue,manual,18.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,20GB / 10 Days,,,,,TELNA-TOPUP-SINGAPORE-20GB-10D,0.0,,9999,continue,manual,18.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,20GB / 15 Days,,,,,TELNA-NEW-SINGAPORE-20GB-15D,0.0,,9999,continue,manual,19.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,20GB / 15 Days,,,,,TELNA-TOPUP-SINGAPORE-20GB-15D,0.0,,9999,continue,manual,19.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,20GB / 30 Days,,,,,TELNA-NEW-SINGAPORE-20GB-30D,0.0,,9999,continue,manual,21.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,20GB / 30 Days,,,,,TELNA-TOPUP-SINGAPORE-20GB-30D,0.0,,9999,continue,manual,21.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,Unlimited / 5 Days,,,,,TELNA-NEW-SINGAPORE-UNLIMITED-5D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,Unlimited / 5 Days,,,,,TELNA-TOPUP-SINGAPORE-UNLIMITED-5D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,Unlimited / 10 Days,,,,,TELNA-NEW-SINGAPORE-UNLIMITED-10D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,Unlimited / 10 Days,,,,,TELNA-TOPUP-SINGAPORE-UNLIMITED-10D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,Unlimited / 15 Days,,,,,TELNA-NEW-SINGAPORE-UNLIMITED-15D,0.0,,9999,continue,manual,34.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,Unlimited / 15 Days,,,,,TELNA-TOPUP-SINGAPORE-UNLIMITED-15D,0.0,,9999,continue,manual,34.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Nouvelle eSIM,,,Unlimited / 30 Days,,,,,TELNA-NEW-SINGAPORE-UNLIMITED-30D,0.0,,9999,continue,manual,49.99,,false,false,,,,,,,,,false,,,,kg,,,
singapore,,,,,,,,,Recharge,,,Unlimited / 30 Days,,,,,TELNA-TOPUP-SINGAPORE-UNLIMITED-30D,0.0,,9999,continue,manual,49.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,Seychelles,"<p>Travel eSIM data plan for Seychelles.</p>
<p>If you already have a Telna eSIM from us, this purchase will be added as a top-up to your existing eSIM. If this is your first purchase, we will email your QR code after payment.</p>",Quebec eSIM,,eSIM,"eSIM, Seychelles, Telna",false,Type de forfait,Nouvelle eSIM,,Forfait,1GB / 5 Days,,,,,TELNA-NEW-SEYCHELLES-1GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,active
seychelles,,,,,,,false,,Recharge,,,1GB / 5 Days,,,,,TELNA-TOPUP-SEYCHELLES-1GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,1GB / 10 Days,,,,,TELNA-NEW-SEYCHELLES-1GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,1GB / 10 Days,,,,,TELNA-TOPUP-SEYCHELLES-1GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,1GB / 15 Days,,,,,TELNA-NEW-SEYCHELLES-1GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,1GB / 15 Days,,,,,TELNA-TOPUP-SEYCHELLES-1GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,1GB / 30 Days,,,,,TELNA-NEW-SEYCHELLES-1GB-30D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,1GB / 30 Days,,,,,TELNA-TOPUP-SEYCHELLES-1GB-30D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,3GB / 5 Days,,,,,TELNA-NEW-SEYCHELLES-3GB-5D,0.0,,9999,continue,manual,13.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,3GB / 5 Days,,,,,TELNA-TOPUP-SEYCHELLES-3GB-5D,0.0,,9999,continue,manual,13.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,3GB / 10 Days,,,,,TELNA-NEW-SEYCHELLES-3GB-10D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,3GB / 10 Days,,,,,TELNA-TOPUP-SEYCHELLES-3GB-10D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,3GB / 15 Days,,,,,TELNA-NEW-SEYCHELLES-3GB-15D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,3GB / 15 Days,,,,,TELNA-TOPUP-SEYCHELLES-3GB-15D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,3GB / 30 Days,,,,,TELNA-NEW-SEYCHELLES-3GB-30D,0.0,,9999,continue,manual,17.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,3GB / 30 Days,,,,,TELNA-TOPUP-SEYCHELLES-3GB-30D,0.0,,9999,continue,manual,17.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,5GB / 5 Days,,,,,TELNA-NEW-SEYCHELLES-5GB-5D,0.0,,9999,continue,manual,23.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,5GB / 5 Days,,,,,TELNA-TOPUP-SEYCHELLES-5GB-5D,0.0,,9999,continue,manual,23.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,5GB / 10 Days,,,,,TELNA-NEW-SEYCHELLES-5GB-10D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,5GB / 10 Days,,,,,TELNA-TOPUP-SEYCHELLES-5GB-10D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,5GB / 15 Days,,,,,TELNA-NEW-SEYCHELLES-5GB-15D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,5GB / 15 Days,,,,,TELNA-TOPUP-SEYCHELLES-5GB-15D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Nouvelle eSIM,,,5GB / 30 Days,,,,,TELNA-NEW-SEYCHELLES-5GB-30D,0.0,,9999,continue,manual,27.99,,false,false,,,,,,,,,false,,,,kg,,,
seychelles,,,,,,,,,Recharge,,,5GB / 30 Days,,,,,TELNA-TOPUP-SEYCHELLES-5GB-30D,0.0,,9999,continue,manual,27.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,Serbia,"<p>Travel eSIM data plan for Serbia.</p>
<p>If you already have a Telna eSIM from us, this purchase will be added as a top-up to your existing eSIM. If this is your first purchase, we will email your QR code after payment.</p>",Quebec eSIM,,eSIM,"eSIM, Serbia, Telna",false,Type de forfait,Nouvelle eSIM,,Forfait,1GB / 5 Days,,,,,TELNA-NEW-SERBIA-1GB-5D,0.0,,9999,continue,manual,3.99,,false,false,,,,,,,,,false,,,,kg,,,active
serbia,,,,,,,false,,Recharge,,,1GB / 5 Days,,,,,TELNA-TOPUP-SERBIA-1GB-5D,0.0,,9999,continue,manual,3.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,1GB / 10 Days,,,,,TELNA-NEW-SERBIA-1GB-10D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,1GB / 10 Days,,,,,TELNA-TOPUP-SERBIA-1GB-10D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,1GB / 15 Days,,,,,TELNA-NEW-SERBIA-1GB-15D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,1GB / 15 Days,,,,,TELNA-TOPUP-SERBIA-1GB-15D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,1GB / 30 Days,,,,,TELNA-NEW-SERBIA-1GB-30D,0.0,,9999,continue,manual,7.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,1GB / 30 Days,,,,,TELNA-TOPUP-SERBIA-1GB-30D,0.0,,9999,continue,manual,7.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,3GB / 5 Days,,,,,TELNA-NEW-SERBIA-3GB-5D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,3GB / 5 Days,,,,,TELNA-TOPUP-SERBIA-3GB-5D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,3GB / 10 Days,,,,,TELNA-NEW-SERBIA-3GB-10D,0.0,,9999,continue,manual,10.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,3GB / 10 Days,,,,,TELNA-TOPUP-SERBIA-3GB-10D,0.0,,9999,continue,manual,10.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,3GB / 15 Days,,,,,TELNA-NEW-SERBIA-3GB-15D,0.0,,9999,continue,manual,11.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,3GB / 15 Days,,,,,TELNA-TOPUP-SERBIA-3GB-15D,0.0,,9999,continue,manual,11.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,3GB / 30 Days,,,,,TELNA-NEW-SERBIA-3GB-30D,0.0,,9999,continue,manual,13.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,3GB / 30 Days,,,,,TELNA-TOPUP-SERBIA-3GB-30D,0.0,,9999,continue,manual,13.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,5GB / 5 Days,,,,,TELNA-NEW-SERBIA-5GB-5D,0.0,,9999,continue,manual,7.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,5GB / 5 Days,,,,,TELNA-TOPUP-SERBIA-5GB-5D,0.0,,9999,continue,manual,7.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,5GB / 10 Days,,,,,TELNA-NEW-SERBIA-5GB-10D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,5GB / 10 Days,,,,,TELNA-TOPUP-SERBIA-5GB-10D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,5GB / 15 Days,,,,,TELNA-NEW-SERBIA-5GB-15D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,5GB / 15 Days,,,,,TELNA-TOPUP-SERBIA-5GB-15D,0.0,,9999,continue,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,5GB / 30 Days,,,,,TELNA-NEW-SERBIA-5GB-30D,0.0,,9999,continue,manual,11.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,5GB / 30 Days,,,,,TELNA-TOPUP-SERBIA-5GB-30D,0.0,,9999,continue,manual,11.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,10GB / 5 Days,,,,,TELNA-NEW-SERBIA-10GB-5D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,10GB / 5 Days,,,,,TELNA-TOPUP-SERBIA-10GB-5D,0.0,,9999,continue,manual,14.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,10GB / 10 Days,,,,,TELNA-NEW-SERBIA-10GB-10D,0.0,,9999,continue,manual,15.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,10GB / 10 Days,,,,,TELNA-TOPUP-SERBIA-10GB-10D,0.0,,9999,continue,manual,15.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,10GB / 15 Days,,,,,TELNA-NEW-SERBIA-10GB-15D,0.0,,9999,continue,manual,16.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,10GB / 15 Days,,,,,TELNA-TOPUP-SERBIA-10GB-15D,0.0,,9999,continue,manual,16.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,10GB / 30 Days,,,,,TELNA-NEW-SERBIA-10GB-30D,0.0,,9999,continue,manual,18.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,10GB / 30 Days,,,,,TELNA-TOPUP-SERBIA-10GB-30D,0.0,,9999,continue,manual,18.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,20GB / 5 Days,,,,,TELNA-NEW-SERBIA-20GB-5D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,20GB / 5 Days,,,,,TELNA-TOPUP-SERBIA-20GB-5D,0.0,,9999,continue,manual,24.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,20GB / 10 Days,,,,,TELNA-NEW-SERBIA-20GB-10D,0.0,,9999,continue,manual,25.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,20GB / 10 Days,,,,,TELNA-TOPUP-SERBIA-20GB-10D,0.0,,9999,continue,manual,25.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,20GB / 15 Days,,,,,TELNA-NEW-SERBIA-20GB-15D,0.0,,9999,continue,manual,26.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,20GB / 15 Days,,,,,TELNA-TOPUP-SERBIA-20GB-15D,0.0,,9999,continue,manual,26.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,20GB / 30 Days,,,,,TELNA-NEW-SERBIA-20GB-30D,0.0,,9999,continue,manual,28.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,20GB / 30 Days,,,,,TELNA-TOPUP-SERBIA-20GB-30D,0.0,,9999,continue,manual,28.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,Unlimited / 5 Days,,,,,TELNA-NEW-SERBIA-UNLIMITED-5D,0.0,,9999,continue,manual,17.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,Unlimited / 5 Days,,,,,TELNA-TOPUP-SERBIA-UNLIMITED-5D,0.0,,9999,continue,manual,17.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,Unlimited / 10 Days,,,,,TELNA-NEW-SERBIA-UNLIMITED-10D,0.0,,9999,continue,manual,34.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,Unlimited / 10 Days,,,,,TELNA-TOPUP-SERBIA-UNLIMITED-10D,0.0,,9999,continue,manual,34.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,Unlimited / 15 Days,,,,,TELNA-NEW-SERBIA-UNLIMITED-15D,0.0,,9999,continue,manual,64.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,Unlimited / 15 Days,,,,,TELNA-TOPUP-SERBIA-UNLIMITED-15D,0.0,,9999,continue,manual,64.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Nouvelle eSIM,,,Unlimited / 30 Days,,,,,TELNA-NEW-SERBIA-UNLIMITED-30D,0.0,,9999,continue,manual,79.99,,false,false,,,,,,,,,false,,,,kg,,,
serbia,,,,,,,,,Recharge,,,Unlimited / 30 Days,,,,,TELNA-TOPUP-SERBIA-UNLIMITED-30D,0.0,,9999,continue,manual,79.99,,false,false,,,,,,,,,false,,,,kg,,,
senegal,Senegal,"<p>Travel eSIM data plan for Senegal.</p>
<p>If you already have a Telna eSIM from us, this purchase will be added as a top-up to your existing eSIM. If this is your first purchase, we will email your QR code after payment.</p>",Quebec eSIM,,eSIM,"eSIM, Senegal, Telna",false,Type de forfait,Nouvelle eSIM,,Forfait,1GB / 5 Days,,,,,TELNA-NEW-SENEGAL-1GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,active
senegal,,,,,,,false,,Recharge,,,1GB / 5 Days,,,,,TELNA-TOPUP-SENEGAL-1GB-5D,0.0,,9999,continue,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,
senegal,,,,,,,,,Nouvelle eSIM,,,1GB / 10 Days,,,,,TELNA-NEW-SENEGAL-1GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
senegal,,,,,,,,,Recharge,,,1GB / 10 Days,,,,,TELNA-TOPUP-SENEGAL-1GB-10D,0.0,,9999,continue,manual,5.99,,false,false,,,,,,,,,false,,,,kg,,,
senegal,,,,,,,,,Nouvelle eSIM,,,1GB / 15 Days,,,,,TELNA-NEW-SENEGAL-1GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
senegal,,,,,,,,,Recharge,,,1GB / 15 Days,,,,,TELNA-TOPUP-SENEGAL-1GB-15D,0.0,,9999,continue,manual,6.99,,false,false,,,,,,,,,false,,,,kg,,,
senegal,,,,,,,,,Nouvelle eSIM,,,1GB / 30 Days,,,,,TELNA-NEW-SENEGAL-1GB-30D,0.0,,9999,continue,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,
