Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Currency (product.metafields.shopify.currency),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / États-Unis,Price / États-Unis,Compare At Price / États-Unis,Status
argentine,,,,,,,,,Forfaits eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,139.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
argentine,,,,,,,,,Forfaits eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,153.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
argentine,,,,,,,,,Recharges eSIM,,,1 Gb / 10 jours,,,,,,0.0,,0,continue,manual,12.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
argentine,,,,,,,,,Recharges eSIM,,,3Gb / 15 jours,,,,,,0.0,,0,continue,manual,24.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
argentine,,,,,,,,,Recharges eSIM,,,5 Gb / 30 jours,,,,,,0.0,,0,continue,manual,43.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
argentine,,,,,,,,,Recharges eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,73.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
argentine,,,,,,,,,Recharges eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,139.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
argentine,,,,,,,,,Recharges eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,153.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
aruba,Aruba,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong>       </strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Forfaits disponibles,1 Gb / 10 jours,,,,,,,,,0.0,,-2,continue,manual,19.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/aruba.png?v=1770056654,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
aruba,,,,,,,,,3 Gb / 15 jours,,,,,,,,,0.0,,0,continue,manual,59.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
aruba,,,,,,,,,5Gb / 30 jours,,,,,,,,,0.0,,0,continue,manual,89.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
aruba,,,,,,,,,10Gb / 30 jours,,,,,,,,,0.0,,0,continue,manual,179.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
aruba,,,,,,,,,20Gb / 30 jours,,,,,,,,,0.0,,0,continue,manual,289.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,Arménie,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong>       </strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Types de forfaits,Forfaits eSIM,,Forfaits disponibles,1 Gb / 10 jours,,,,,,0.0,,-1,continue,manual,7.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/armenia.png?v=1770055894,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
armenie,,,,,,,,,Forfaits eSIM,,,3 Gb / 15 jours,,,,,,0.0,,0,continue,manual,12.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Forfaits eSIM,,,5Gb / 30 jours,,,,,,0.0,,0,continue,manual,18.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Forfaits eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,27.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Forfaits eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,42.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Recharges eSIM,,,1 Gb / 10 jours,,,,,,0.0,,0,continue,manual,7.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Recharges eSIM,,,3 Gb / 15 jours,,,,,,0.0,,0,continue,manual,12.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Recharges eSIM,,,5Gb / 30 jours,,,,,,0.0,,0,continue,manual,18.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Recharges eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,27.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
armenie,,,,,,,,,Recharges eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,42.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
australie,Australie,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong>   <img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/telecharger_25.png?v=1760950707"" alt="""" width=""47"" height=""26"">    <img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/1000011916.png?v=1764155325"" alt="""" width=""46"" height=""46""></strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Types de forfaits,Forfaits eSIM,,Forfaits disponibles,1 Gb / 7 jours,,,,,,0.0,,-1,continue,manual,8.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/australia.png?v=1770054092,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
australie,,,,,,,,,Forfaits eSIM,,,5 Gb / 30 jours,,,,,,0.0,,-1,continue,manual,18.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
australie,,,,,,,,,Forfaits eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,32.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
australie,,,,,,,,,Forfaits eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,54.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
australie,,,,,,,,,Recharges eSIM,,,1 Gb / 7 jours,,,,,,0.0,,0,continue,manual,8.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
australie,,,,,,,,,Recharges eSIM,,,5 Gb / 30 jours,,,,,,0.0,,0,continue,manual,18.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
australie,,,,,,,,,Recharges eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,32.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
australie,,,,,,,,,Recharges eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,54.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,Autriche,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/telecharger_26.png?v=1760950935"" alt="""" width=""47"" height=""29"">       <img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/1000011916.png?v=1764155325"" alt="""" width=""47"" height=""47""></strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Types de forfaits,Forfaits eSIM,,Forfaits disponibles,1 Gb / 7 jours,,,,,,0.0,,0,continue,manual,7.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/austria.png?v=1770055898,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
autriche,,,,,,,,,Forfaits eSIM,,,3Gb / 15 jours,,,,,,0.0,,-1,continue,manual,9.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Forfaits eSIM,,,5 Gb / 30 jours,,,,,,0.0,,-4,continue,manual,12.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Forfaits eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,21.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Forfaits eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,30.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Forfaits eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,99.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Recharges eSIM,,,1 Gb / 7 jours,,,,,,0.0,,-2,continue,manual,7.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Recharges eSIM,,,3Gb / 15 jours,,,,,,0.0,,0,continue,manual,9.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Recharges eSIM,,,5 Gb / 30 jours,,,,,,0.0,,0,continue,manual,12.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Recharges eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,21.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Recharges eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,30.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
autriche,,,,,,,,,Recharges eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,99.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bahamas,Bahamas,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong>  <img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/telecharger_40.png?v=1767359731"" alt="""" width=""46"" height=""46"">     <img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/1000011917.png?v=1764155316"" alt="""" width=""46"" height=""46""></strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Forfaits disponibles,1 Gb / 7 jours,,Types de forfaits,Forfaits eSIM,,,,,,0.0,,-3,continue,manual,14.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/bahamas_f0341be9-89fe-4a2c-9e1a-e1ae217d60de.png?v=1770055916,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
bahamas,,,,,,,,,1 Gb / 7 jours,,,Recharges eSIM,,,,,,0.0,,0,continue,manual,14.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bahamas,,,,,,,,,5Gb / 30 jours,,,Forfaits eSIM,,,,,,0.0,,0,continue,manual,46.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bahamas,,,,,,,,,5Gb / 30 jours,,,Recharges eSIM,,,,,,0.0,,0,continue,manual,46.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bahamas,,,,,,,,,10Gb / 30 jours,,,Forfaits eSIM,,,,,,0.0,,0,continue,manual,76.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bahamas,,,,,,,,,10Gb / 30 jours,,,Recharges eSIM,,,,,,0.0,,0,continue,manual,76.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bahamas,,,,,,,,,20Gb / 30 jours,,,Forfaits eSIM,,,,,,0.0,,0,continue,manual,117.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bahamas,,,,,,,,,20Gb / 30 jours,,,Recharges eSIM,,,,,,0.0,,0,continue,manual,117.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,Bolivie,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong>       </strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Types de forfaits,Forfaits eSIM,,Forfaits disponibles,1 Gb / 7 jours,,,,,,0.0,,0,continue,manual,12.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/bolivia.png?v=1770055967,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
bolivie,,,,,,,,,Forfaits eSIM,,,3Gb / 15 jours,,,,,,0.0,,0,continue,manual,24.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Forfaits eSIM,,,5 Gb / 30 jours,,,,,,0.0,,0,continue,manual,43.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Forfaits eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,73.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Forfaits eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,139.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Forfaits eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,175.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Recharges eSIM,,,1 Gb / 7 jours,,,,,,0.0,,0,continue,manual,12.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Recharges eSIM,,,3Gb / 15 jours,,,,,,0.0,,0,continue,manual,24.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Recharges eSIM,,,5 Gb / 30 jours,,,,,,0.0,,0,continue,manual,43.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Recharges eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,73.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Recharges eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,139.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
bolivie,,,,,,,,,Recharges eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,175.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,Belgique,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong> <img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/telecharger_8.png?v=1760593319"" alt="""" width=""61"" height=""34"">      <img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/telecharger_27.png?v=1760951637"" alt="""" width=""41"" height=""35""><img src=""https://cdn.shopify.com/s/files/1/0646/4038/5102/files/1000011916.png?v=1764155325"" alt="""" width=""47"" height=""47""></strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Types de forfaits,Forfaits eSIM,,Forfaits disponibles,1 Gb / 7 jours,,,,,,0.0,,-1,continue,manual,7.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/belgium.png?v=1770055976,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
belgique,,,,,,,,,Forfaits eSIM,,,3Gb / 15 jours,,,,,,0.0,,-3,continue,manual,9.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Forfaits eSIM,,,5 Gb / 30 jours,,,,,,0.0,,-3,continue,manual,14.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Forfaits eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,21.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Forfaits eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,30.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Forfaits eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,101.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Recharges eSIM,,,1 Gb / 7 jours,,,,,,0.0,,0,continue,manual,7.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Recharges eSIM,,,3Gb / 15 jours,,,,,,0.0,,0,continue,manual,9.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Recharges eSIM,,,5 Gb / 30 jours,,,,,,0.0,,0,continue,manual,14.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Recharges eSIM,,,10Gb / 30 jours,,,,,,0.0,,0,continue,manual,21.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Recharges eSIM,,,20Gb / 30 jours,,,,,,0.0,,0,continue,manual,30.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belgique,,,,,,,,,Recharges eSIM,,,Illimité MAX / 30 jours*,,,,,,0.0,,0,continue,manual,101.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belize,Belize,"<p><strong>Type de forfait</strong><em><strong> :  eSIM de données. Aucun numéro de téléphone attribué.</strong></em></p>
<p><strong>Période d'achat : <em>30 jours avant l'activation maximum</em></strong></p>
<p><strong>Début de la période de validité : <em>Première connexion au réseau de destination</em></strong></p>
<p><strong>Appareils compatible : <em>Voir la liste <a rel=""noopener"" title=""Appareils compatibles eSIM"" href=""https://quebecesim.ca/pages/appareils-compatibles"" target=""_blank"">ici</a></em></strong></p>
<p><strong>Rechargeable :<em> Oui</em></strong></p>
<p><strong>Point d'accès Wifi : <em>Oui</em></strong></p>
<p><strong>       </strong></p>
<h5>* Illimité MAX : 3Gb par jour. 1MB par secondes après le dépassement de 3Gb. Se renouvelle à chaque jour.</h5>",Québec eSim,Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Pre-Paid Cards & SIM Cards,"","",true,Forfaits disponibles,1 Gb / 10 jours,,,,,,,,,0.0,,0,continue,manual,45.95,,false,true,,,,,,https://cdn.shopify.com/s/files/1/0646/4038/5102/files/belize.png?v=1770055988,1,"",false,Quebecesim / Forfaits eSIM pour vos voyages!,"Quebecesim.ca : Découvrez l'ensemble des forfaits eSIM pour plus de 150 destinations avec Québecesim! Forfaits mondials, régions du monde et par pays.",6030,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
belize,,,,,,,,,3 Gb / 15 jours,,,,,,,,,0.0,,0,continue,manual,116.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
belize,,,,,,,,,5Gb / 30 jours,,,,,,,,,0.0,,0,continue,manual,182.95,,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
