Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tunisia,,,,,,,,,20GB / 5 Days,,,,,,,,TELNA-TUNISIA-20GB-5D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
tunisia,,,,,,,,,20GB / 10 Days,,,,,,,,TELNA-TUNISIA-20GB-10D,0.0,,0,deny,manual,25.99,,false,false,,,,,,,,,,,,,kg,,,
tunisia,,,,,,,,,20GB / 15 Days,,,,,,,,TELNA-TUNISIA-20GB-15D,0.0,,0,deny,manual,26.99,,false,false,,,,,,,,,,,,,kg,,,
tunisia,,,,,,,,,20GB / 30 Days,,,,,,,,TELNA-TUNISIA-20GB-30D,0.0,,0,deny,manual,28.99,,false,false,,,,,,,,,,,,,kg,,,
tunisia,,,,,,,,,Unlimited / 5 Days,,,,,,,,TELNA-TUNISIA-UNLIMITED-5D,0.0,,0,deny,manual,17.99,,false,false,,,,,,,,,,,,,kg,,,
tunisia,,,,,,,,,Unlimited / 10 Days,,,,,,,,TELNA-TUNISIA-UNLIMITED-10D,0.0,,0,deny,manual,34.99,,false,false,,,,,,,,,,,,,kg,,,
tunisia,,,,,,,,,Unlimited / 15 Days,,,,,,,,TELNA-TUNISIA-UNLIMITED-15D,0.0,,0,deny,manual,49.99,,false,false,,,,,,,,,,,,,kg,,,
tunisia,,,,,,,,,Unlimited / 30 Days,,,,,,,,TELNA-TUNISIA-UNLIMITED-30D,0.0,,0,deny,manual,64.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,Trinidad and Tobago,"<p>Travel eSIM data plan for Trinidad and Tobago.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Telna, Trinidad and Tobago",false,Plan,1GB / 5 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-1GB-5D,0.0,,0,deny,manual,8.99,,false,false,,,,,,,,,false,,,,kg,,,active
trinidad-and-tobago,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-1GB-10D,0.0,,0,deny,manual,9.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-1GB-15D,0.0,,0,deny,manual,9.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-1GB-30D,0.0,,0,deny,manual,12.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,3GB / 5 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-3GB-5D,0.0,,0,deny,manual,18.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,3GB / 10 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-3GB-10D,0.0,,0,deny,manual,19.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,3GB / 15 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-3GB-15D,0.0,,0,deny,manual,19.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,3GB / 30 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-3GB-30D,0.0,,0,deny,manual,22.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,5GB / 5 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-5GB-5D,0.0,,0,deny,manual,32.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,5GB / 10 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-5GB-10D,0.0,,0,deny,manual,33.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,5GB / 15 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-5GB-15D,0.0,,0,deny,manual,34.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,5GB / 30 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-5GB-30D,0.0,,0,deny,manual,36.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,10GB / 5 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-10GB-5D,0.0,,0,deny,manual,52.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,10GB / 10 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-10GB-10D,0.0,,0,deny,manual,53.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,10GB / 15 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-10GB-15D,0.0,,0,deny,manual,54.99,,false,false,,,,,,,,,,,,,kg,,,
trinidad-and-tobago,,,,,,,,,10GB / 30 Days,,,,,,,,TELNA-TRINIDAD-AND-TOBAGO-10GB-30D,0.0,,0,deny,manual,58.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,Tonga,"<p>Travel eSIM data plan for Tonga.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Telna, Tonga",false,Plan,1GB / 5 Days,,,,,,,,TELNA-TONGA-1GB-5D,0.0,,0,deny,manual,9.99,,false,false,,,,,,,,,false,,,,kg,,,active
tonga,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-TONGA-1GB-10D,0.0,,0,deny,manual,10.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-TONGA-1GB-15D,0.0,,0,deny,manual,11.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-TONGA-1GB-30D,0.0,,0,deny,manual,13.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,3GB / 5 Days,,,,,,,,TELNA-TONGA-3GB-5D,0.0,,0,deny,manual,28.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,3GB / 10 Days,,,,,,,,TELNA-TONGA-3GB-10D,0.0,,0,deny,manual,29.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,3GB / 15 Days,,,,,,,,TELNA-TONGA-3GB-15D,0.0,,0,deny,manual,29.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,3GB / 30 Days,,,,,,,,TELNA-TONGA-3GB-30D,0.0,,0,deny,manual,32.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,5GB / 5 Days,,,,,,,,TELNA-TONGA-5GB-5D,0.0,,0,deny,manual,48.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,5GB / 10 Days,,,,,,,,TELNA-TONGA-5GB-10D,0.0,,0,deny,manual,49.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,5GB / 15 Days,,,,,,,,TELNA-TONGA-5GB-15D,0.0,,0,deny,manual,49.99,,false,false,,,,,,,,,,,,,kg,,,
tonga,,,,,,,,,5GB / 30 Days,,,,,,,,TELNA-TONGA-5GB-30D,0.0,,0,deny,manual,54.99,,false,false,,,,,,,,,,,,,kg,,,
togo,Togo,"<p>Travel eSIM data plan for Togo.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Telna, Togo",false,Plan,1GB / 5 Days,,,,,,,,TELNA-TOGO-1GB-5D,0.0,,0,deny,manual,13.99,,false,false,,,,,,,,,false,,,,kg,,,active
togo,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-TOGO-1GB-10D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
togo,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-TOGO-1GB-15D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
togo,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-TOGO-1GB-30D,0.0,,0,deny,manual,17.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,Timor-Leste,"<p>Travel eSIM data plan for Timor-Leste.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Telna, Timor-Leste",false,Plan,1GB / 5 Days,,,,,,,,TELNA-TIMOR-LESTE-1GB-5D,0.0,,0,deny,manual,29.99,,false,false,,,,,,,,,false,,,,kg,,,active
timor-leste,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-TIMOR-LESTE-1GB-10D,0.0,,0,deny,manual,30.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-TIMOR-LESTE-1GB-15D,0.0,,0,deny,manual,31.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-TIMOR-LESTE-1GB-30D,0.0,,0,deny,manual,33.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,3GB / 5 Days,,,,,,,,TELNA-TIMOR-LESTE-3GB-5D,0.0,,0,deny,manual,82.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,3GB / 10 Days,,,,,,,,TELNA-TIMOR-LESTE-3GB-10D,0.0,,0,deny,manual,83.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,3GB / 15 Days,,,,,,,,TELNA-TIMOR-LESTE-3GB-15D,0.0,,0,deny,manual,84.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,3GB / 30 Days,,,,,,,,TELNA-TIMOR-LESTE-3GB-30D,0.0,,0,deny,manual,88.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,5GB / 5 Days,,,,,,,,TELNA-TIMOR-LESTE-5GB-5D,0.0,,0,deny,manual,139.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,5GB / 10 Days,,,,,,,,TELNA-TIMOR-LESTE-5GB-10D,0.0,,0,deny,manual,139.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,5GB / 15 Days,,,,,,,,TELNA-TIMOR-LESTE-5GB-15D,0.0,,0,deny,manual,139.99,,false,false,,,,,,,,,,,,,kg,,,
timor-leste,,,,,,,,,5GB / 30 Days,,,,,,,,TELNA-TIMOR-LESTE-5GB-30D,0.0,,0,deny,manual,144.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,Thailand,"<p>Travel eSIM data plan for Thailand.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Telna, Thailand",false,Plan,1GB / 5 Days,,,,,,,,TELNA-THAILAND-1GB-5D,0.0,,0,deny,manual,3.99,,false,false,,,,,,,,,false,,,,kg,,,active
thailand,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-THAILAND-1GB-10D,0.0,,0,deny,manual,4.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-THAILAND-1GB-15D,0.0,,0,deny,manual,4.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-THAILAND-1GB-30D,0.0,,0,deny,manual,7.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,3GB / 5 Days,,,,,,,,TELNA-THAILAND-3GB-5D,0.0,,0,deny,manual,7.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,3GB / 10 Days,,,,,,,,TELNA-THAILAND-3GB-10D,0.0,,0,deny,manual,8.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,3GB / 15 Days,,,,,,,,TELNA-THAILAND-3GB-15D,0.0,,0,deny,manual,9.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,3GB / 30 Days,,,,,,,,TELNA-THAILAND-3GB-30D,0.0,,0,deny,manual,9.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,5GB / 5 Days,,,,,,,,TELNA-THAILAND-5GB-5D,0.0,,0,deny,manual,5.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,5GB / 10 Days,,,,,,,,TELNA-THAILAND-5GB-10D,0.0,,0,deny,manual,6.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,5GB / 15 Days,,,,,,,,TELNA-THAILAND-5GB-15D,0.0,,0,deny,manual,7.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,5GB / 30 Days,,,,,,,,TELNA-THAILAND-5GB-30D,0.0,,0,deny,manual,9.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,10GB / 5 Days,,,,,,,,TELNA-THAILAND-10GB-5D,0.0,,0,deny,manual,12.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,10GB / 10 Days,,,,,,,,TELNA-THAILAND-10GB-10D,0.0,,0,deny,manual,13.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,10GB / 15 Days,,,,,,,,TELNA-THAILAND-10GB-15D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,10GB / 30 Days,,,,,,,,TELNA-THAILAND-10GB-30D,0.0,,0,deny,manual,16.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,20GB / 5 Days,,,,,,,,TELNA-THAILAND-20GB-5D,0.0,,0,deny,manual,23.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,20GB / 10 Days,,,,,,,,TELNA-THAILAND-20GB-10D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,20GB / 15 Days,,,,,,,,TELNA-THAILAND-20GB-15D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,20GB / 30 Days,,,,,,,,TELNA-THAILAND-20GB-30D,0.0,,0,deny,manual,27.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,Unlimited / 5 Days,,,,,,,,TELNA-THAILAND-UNLIMITED-5D,0.0,,0,deny,manual,17.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,Unlimited / 10 Days,,,,,,,,TELNA-THAILAND-UNLIMITED-10D,0.0,,0,deny,manual,29.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,Unlimited / 15 Days,,,,,,,,TELNA-THAILAND-UNLIMITED-15D,0.0,,0,deny,manual,39.99,,false,false,,,,,,,,,,,,,kg,,,
thailand,,,,,,,,,Unlimited / 30 Days,,,,,,,,TELNA-THAILAND-UNLIMITED-30D,0.0,,0,deny,manual,49.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,Tanzania,"<p>Travel eSIM data plan for Tanzania.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Tanzania, Telna",false,Plan,1GB / 5 Days,,,,,,,,TELNA-TANZANIA-1GB-5D,0.0,,0,deny,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,active
tanzania,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-TANZANIA-1GB-10D,0.0,,0,deny,manual,5.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-TANZANIA-1GB-15D,0.0,,0,deny,manual,6.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-TANZANIA-1GB-30D,0.0,,0,deny,manual,8.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,3GB / 5 Days,,,,,,,,TELNA-TANZANIA-3GB-5D,0.0,,0,deny,manual,13.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,3GB / 10 Days,,,,,,,,TELNA-TANZANIA-3GB-10D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,3GB / 15 Days,,,,,,,,TELNA-TANZANIA-3GB-15D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,3GB / 30 Days,,,,,,,,TELNA-TANZANIA-3GB-30D,0.0,,0,deny,manual,17.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,5GB / 5 Days,,,,,,,,TELNA-TANZANIA-5GB-5D,0.0,,0,deny,manual,23.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,5GB / 10 Days,,,,,,,,TELNA-TANZANIA-5GB-10D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,5GB / 15 Days,,,,,,,,TELNA-TANZANIA-5GB-15D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,5GB / 30 Days,,,,,,,,TELNA-TANZANIA-5GB-30D,0.0,,0,deny,manual,27.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,10GB / 5 Days,,,,,,,,TELNA-TANZANIA-10GB-5D,0.0,,0,deny,manual,42.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,10GB / 10 Days,,,,,,,,TELNA-TANZANIA-10GB-10D,0.0,,0,deny,manual,43.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,10GB / 15 Days,,,,,,,,TELNA-TANZANIA-10GB-15D,0.0,,0,deny,manual,44.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,10GB / 30 Days,,,,,,,,TELNA-TANZANIA-10GB-30D,0.0,,0,deny,manual,48.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,20GB / 5 Days,,,,,,,,TELNA-TANZANIA-20GB-5D,0.0,,0,deny,manual,72.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,20GB / 10 Days,,,,,,,,TELNA-TANZANIA-20GB-10D,0.0,,0,deny,manual,73.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,20GB / 15 Days,,,,,,,,TELNA-TANZANIA-20GB-15D,0.0,,0,deny,manual,74.99,,false,false,,,,,,,,,,,,,kg,,,
tanzania,,,,,,,,,20GB / 30 Days,,,,,,,,TELNA-TANZANIA-20GB-30D,0.0,,0,deny,manual,78.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,Tajikistan,"<p>Travel eSIM data plan for Tajikistan.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Tajikistan, Telna",false,Plan,1GB / 5 Days,,,,,,,,TELNA-TAJIKISTAN-1GB-5D,0.0,,0,deny,manual,4.99,,false,false,,,,,,,,,false,,,,kg,,,active
tajikistan,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-TAJIKISTAN-1GB-10D,0.0,,0,deny,manual,5.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-TAJIKISTAN-1GB-15D,0.0,,0,deny,manual,6.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-TAJIKISTAN-1GB-30D,0.0,,0,deny,manual,8.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,3GB / 5 Days,,,,,,,,TELNA-TAJIKISTAN-3GB-5D,0.0,,0,deny,manual,13.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,3GB / 10 Days,,,,,,,,TELNA-TAJIKISTAN-3GB-10D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,3GB / 15 Days,,,,,,,,TELNA-TAJIKISTAN-3GB-15D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,3GB / 30 Days,,,,,,,,TELNA-TAJIKISTAN-3GB-30D,0.0,,0,deny,manual,17.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,5GB / 5 Days,,,,,,,,TELNA-TAJIKISTAN-5GB-5D,0.0,,0,deny,manual,23.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,5GB / 10 Days,,,,,,,,TELNA-TAJIKISTAN-5GB-10D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,5GB / 15 Days,,,,,,,,TELNA-TAJIKISTAN-5GB-15D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
tajikistan,,,,,,,,,5GB / 30 Days,,,,,,,,TELNA-TAJIKISTAN-5GB-30D,0.0,,0,deny,manual,27.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,Taiwan,"<p>Travel eSIM data plan for Taiwan.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Taiwan, Telna",false,Plan,1GB / 5 Days,,,,,,,,TELNA-TAIWAN-1GB-5D,0.0,,0,deny,manual,3.99,,false,false,,,,,,,,,false,,,,kg,,,active
taiwan,,,,,,,,,1GB / 10 Days,,,,,,,,TELNA-TAIWAN-1GB-10D,0.0,,0,deny,manual,4.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,1GB / 15 Days,,,,,,,,TELNA-TAIWAN-1GB-15D,0.0,,0,deny,manual,4.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,1GB / 30 Days,,,,,,,,TELNA-TAIWAN-1GB-30D,0.0,,0,deny,manual,7.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,3GB / 5 Days,,,,,,,,TELNA-TAIWAN-3GB-5D,0.0,,0,deny,manual,4.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,3GB / 10 Days,,,,,,,,TELNA-TAIWAN-3GB-10D,0.0,,0,deny,manual,5.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,3GB / 15 Days,,,,,,,,TELNA-TAIWAN-3GB-15D,0.0,,0,deny,manual,6.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,3GB / 30 Days,,,,,,,,TELNA-TAIWAN-3GB-30D,0.0,,0,deny,manual,8.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,5GB / 5 Days,,,,,,,,TELNA-TAIWAN-5GB-5D,0.0,,0,deny,manual,5.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,5GB / 10 Days,,,,,,,,TELNA-TAIWAN-5GB-10D,0.0,,0,deny,manual,6.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,5GB / 15 Days,,,,,,,,TELNA-TAIWAN-5GB-15D,0.0,,0,deny,manual,7.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,5GB / 30 Days,,,,,,,,TELNA-TAIWAN-5GB-30D,0.0,,0,deny,manual,9.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,10GB / 5 Days,,,,,,,,TELNA-TAIWAN-10GB-5D,0.0,,0,deny,manual,12.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,10GB / 10 Days,,,,,,,,TELNA-TAIWAN-10GB-10D,0.0,,0,deny,manual,13.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,10GB / 15 Days,,,,,,,,TELNA-TAIWAN-10GB-15D,0.0,,0,deny,manual,14.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,10GB / 30 Days,,,,,,,,TELNA-TAIWAN-10GB-30D,0.0,,0,deny,manual,16.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,20GB / 5 Days,,,,,,,,TELNA-TAIWAN-20GB-5D,0.0,,0,deny,manual,23.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,20GB / 10 Days,,,,,,,,TELNA-TAIWAN-20GB-10D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,20GB / 15 Days,,,,,,,,TELNA-TAIWAN-20GB-15D,0.0,,0,deny,manual,24.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,20GB / 30 Days,,,,,,,,TELNA-TAIWAN-20GB-30D,0.0,,0,deny,manual,27.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,Unlimited / 5 Days,,,,,,,,TELNA-TAIWAN-UNLIMITED-5D,0.0,,0,deny,manual,17.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,Unlimited / 10 Days,,,,,,,,TELNA-TAIWAN-UNLIMITED-10D,0.0,,0,deny,manual,29.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,Unlimited / 15 Days,,,,,,,,TELNA-TAIWAN-UNLIMITED-15D,0.0,,0,deny,manual,39.99,,false,false,,,,,,,,,,,,,kg,,,
taiwan,,,,,,,,,Unlimited / 30 Days,,,,,,,,TELNA-TAIWAN-UNLIMITED-30D,0.0,,0,deny,manual,49.99,,false,false,,,,,,,,,,,,,kg,,,
switzerland,Switzerland,"<p>Travel eSIM data plan for Switzerland.</p>
<p>Si vous possédez déjà une eSIM de chez nous, cet achat sera ajouté à votre eSIM existante sous forme de recharge. S’il s’agit de votre premier achat, nous vous enverrons votre code QR par courriel après la confirmation de votre paiement.</p>",Quebec eSIM,,eSIM,"eSIM, Switzerland, Telna",false,Plan,1GB / 5 Days,,,,,,,,TELNA-SWITZERLAND-1GB-5D,0.0,,0,deny,manual,3.99,,false,false,,,,,,,,,false,,,,kg,,,active
