Region,ID,Name,WSP info,RRP info,Data (GB),Validity (Days),Wi-Fi Hotspot,Traffic Policy
  Chile,5VRY2MQLFZUX,Chile 3GB - 10 Days,5.19  $,9.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Chile,D3683YQBGFKH,Chile 3GB - 15 Days,5.48  $,9.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Chile,TG4UP8LGSAIR,Chile 3GB - 30 Days,5.71  $,12.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Chile,S64JF2U5IMVV,Chile 3GB - 5 Days,4.67  $,8.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Chile,PYCMII4E1DTX,Chile 5GB - 10 Days,8.11  $,12.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Chile,HRPMSN6QKBGR,Chile 5GB - 15 Days,8.56  $,13.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Chile,EZNQ2VQT6ZAC,Chile 5GB - 30 Days,8.92  $,15.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Chile,KBTRLYB1FNDK,Chile 5GB - 5 Days,7.30  $,11.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Chile,HBT31IBZZLDG,Chile Unlimited MAX - 10 Days,26.09  $,44.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Chile,ZQNFBXK0H4YI,Chile Unlimited MAX - 15 Days,48.22  $,69.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Chile,QJJ03DPVRWO6,Chile Unlimited MAX - 30 Days,52.19  $,99.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Chile,WUXAJDIYT3NI,Chile Unlimited MAX - 5 Days,26.99  $,29.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Chile,V6TRFVWZJBS4,Chile Unlimited STANDARD - 10 Days,32.98  $,39.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Chile,WF3MRYR3E8YS,Chile Unlimited STANDARD - 15 Days,34.79  $,59.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Chile,TBDLV7AMYLJZ,Chile Unlimited STANDARD - 30 Days,46.97  $,89.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Chile,WNG40PISI2B6,Chile Unlimited STANDARD - 5 Days,15.84  $,24.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  China,XVQRRZXISBM5,China 10GB - 10 Days,12.51  $,13.99  $,10,10,Yes,Limit - Maximum Data 10GB
  China,G2WH3WZR1SNL,China 10GB - 15 Days,13.20  $,14.99  $,10,15,Yes,Limit - Maximum Data 10GB
  China,V6CDMUMP0A4T,China 10GB - 30 Days,13.76  $,16.99  $,10,30,Yes,Limit - Maximum Data 10GB
  China,J5ZQQVAXC8US,China 10GB - 5 Days,11.26  $,12.99  $,10,5,Yes,Limit - Maximum Data 10GB
  China,JL4GRN82VYXH,China 1GB - 10 Days,3.00  $,4.99  $,1,10,Yes,Limit - Maximum Data 1GB
  China,OGL9FUNNCUTU,China 1GB - 15 Days,3.16  $,4.99  $,1,15,Yes,Limit - Maximum Data 1GB
  China,08UHW27LKCHE,China 1GB - 30 Days,3.29  $,7.99  $,1,30,Yes,Limit - Maximum Data 1GB
  China,7WA6PZHWLV50,China 1GB - 5 Days,2.70  $,3.99  $,1,5,Yes,Limit - Maximum Data 1GB
  China,H2V3N9XXP57T,China 20GB - 10 Days,21.59  $,24.99  $,20,10,Yes,Limit - Maximum Data 20GB
  China,5YQXE1PKGDSF,China 20GB - 15 Days,22.78  $,24.99  $,20,15,Yes,Limit - Maximum Data 20GB
  China,BRQVP5FILW7B,China 20GB - 30 Days,23.75  $,27.99  $,20,30,Yes,Limit - Maximum Data 20GB
  China,A1D2ZZUVAVOB,China 20GB - 5 Days,19.43  $,23.99  $,20,5,Yes,Limit - Maximum Data 20GB
  China,7QDKSMPHONBB,China 3GB - 10 Days,4.50  $,5.99  $,3,10,Yes,Limit - Maximum Data 3GB
  China,GRNVV107ASAG,China 3GB - 15 Days,4.74  $,6.99  $,3,15,Yes,Limit - Maximum Data 3GB
  China,SUDZWGEJTQKX,China 3GB - 30 Days,4.94  $,8.99  $,3,30,Yes,Limit - Maximum Data 3GB
  China,VCAJMNDSRYEU,China 3GB - 5 Days,4.05  $,4.99  $,3,5,Yes,Limit - Maximum Data 3GB
  China,UTBKQORJRKP2,China 5GB - 10 Days,6.79  $,6.99  $,5,10,Yes,Limit - Maximum Data 5GB
  China,KFRTRS5QCU5B,China 5GB - 15 Days,7.16  $,7.99  $,5,15,Yes,Limit - Maximum Data 5GB
  China,4I0XIWWX2VES,China 5GB - 30 Days,7.47  $,9.99  $,5,30,Yes,Limit - Maximum Data 5GB
  China,KZ3H2DA8OKFK,China 5GB - 5 Days,6.11  $,5.99  $,5,5,Yes,Limit - Maximum Data 5GB
  China,USM3BQHUDSTZ,China Unlimited LITE - 10 Days,24.94  $,41.99  $,Unlimited,10,Yes,"Daily - 2GB per Day, then 1Mbps"
  China,4QIY8E3AJIAG,China Unlimited LITE - 15 Days,47.68  $,58.99  $,Unlimited,15,Yes,"Daily - 2GB per Day, then 1Mbps"
  China,40UDIOEXQE8W,China Unlimited LITE - 30 Days,55.36  $,81.99  $,Unlimited,30,Yes,"Daily - 2GB per Day, then 1Mbps"
  China,KQCTLUY1GWV8,China Unlimited LITE - 5 Days,13.71  $,24.99  $,Unlimited,5,Yes,"Daily - 2GB per Day, then 1Mbps"
  China,8FLH1ZNMO6ZW,China Unlimited MAX - 10 Days,41.30  $,44.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  China,FCKVURSBOEMC,China Unlimited MAX - 15 Days,52.19  $,69.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  China,UB95K1IWU6KR,China Unlimited MAX - 30 Days,122.39  $,94.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  China,HJKBWEZMEZ3V,China Unlimited MAX - 5 Days,24.43  $,29.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  China,4JFN2LZLZNSZ,China Unlimited STANDARD - 10 Days,23.48  $,39.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  China,T9M2M8NIDROU,China Unlimited STANDARD - 15 Days,48.19  $,59.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  China,MOXRLP3C7C60,China Unlimited STANDARD - 30 Days,63.39  $,84.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  China,MDCI0TUFS2JH,China Unlimited STANDARD - 5 Days,13.04  $,24.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Colombia,ZXWIYK1LQMUC,Colombia 10GB - 10 Days,22.31  $,34.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Colombia,02XWKCATFWMN,Colombia 10GB - 15 Days,23.54  $,34.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Colombia,I8MNQQIG5EO6,Colombia 10GB - 30 Days,24.54  $,37.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Colombia,NJCHJI7PRIVO,Colombia 10GB - 5 Days,20.08  $,33.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Colombia,XYFWTAP46HV5,Colombia 1GB - 10 Days,3.85  $,5.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Colombia,TRQ8ZFU3NN0A,Colombia 1GB - 15 Days,4.06  $,6.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Colombia,FJCIJNTR2HYT,Colombia 1GB - 30 Days,4.24  $,8.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Colombia,NIXTOVTZ4HEM,Colombia 1GB - 5 Days,3.47  $,4.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Colombia,JHTWRBNR3I8O,Colombia 20GB - 10 Days,33.02  $,53.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Colombia,GOSPJREONAFB,Colombia 20GB - 15 Days,34.84  $,54.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Colombia,DMNEOCPH8WU3,Colombia 20GB - 30 Days,36.32  $,58.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Colombia,DQTSO9B4ITFT,Colombia 20GB - 5 Days,29.72  $,52.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Colombia,JFTZSWHKQENA,Colombia 3GB - 10 Days,8.42  $,13.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Colombia,FWKU1UJ5SSGK,Colombia 3GB - 15 Days,8.88  $,14.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Colombia,NEZDKX8P73QT,Colombia 3GB - 30 Days,9.26  $,16.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Colombia,IXKPMSYHSL84,Colombia 3GB - 5 Days,7.58  $,12.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Colombia,9EUQJVMTKK1B,Colombia 5GB - 10 Days,12.79  $,19.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Colombia,ZG0F7ZQDXP2X,Colombia 5GB - 15 Days,13.50  $,19.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Colombia,RVXZVJONDHWF,Colombia 5GB - 30 Days,14.07  $,22.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Colombia,0OKVOSPPJYCG,Colombia 5GB - 5 Days,11.51  $,18.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Colombia,0NOXZLYURJDY,Colombia Unlimited MAX - 10 Days,31.31  $,49.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Colombia,6YMAUBY5YPBH,Colombia Unlimited MAX - 15 Days,36.53  $,69.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Colombia,AXEFGSEZT1KC,Colombia Unlimited MAX - 30 Days,62.63  $,109.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Colombia,7G3TNBLQQP6A,Colombia Unlimited MAX - 5 Days,18.64  $,29.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Colombia,ETPEO3DHA4PC,Colombia Unlimited STANDARD - 10 Days,26.09  $,44.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Colombia,JFYXEVCFHU0M,Colombia Unlimited STANDARD - 15 Days,31.31  $,59.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Colombia,OTXGTGFJ0L18,Colombia Unlimited STANDARD - 30 Days,57.99  $,99.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Colombia,QWLEHJIHAJK3,Colombia Unlimited STANDARD - 5 Days,14.49  $,24.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Costa Rica,ZUCRHMLEMBKG,Costa Rica 10GB - 10 Days,25.59  $,41.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Costa Rica,HS9NUN3ZJJBD,Costa Rica 10GB - 15 Days,27.00  $,42.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Costa Rica,GROXWRGWNRVA,Costa Rica 10GB - 30 Days,28.15  $,46.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Costa Rica,BCDNKNUSGUUL,Costa Rica 10GB - 5 Days,23.03  $,40.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Costa Rica,CG0EZB4EOPM8,Costa Rica 1GB - 10 Days,4.79  $,5.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Costa Rica,TFAJRF6HJ8GD,Costa Rica 1GB - 15 Days,5.06  $,6.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Costa Rica,3YHKLEQEAI9X,Costa Rica 1GB - 30 Days,5.27  $,8.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Costa Rica,4DZGRYVKW6JG,Costa Rica 1GB - 5 Days,4.31  $,4.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Costa Rica,6ZNSA94YSP6I,Costa Rica 20GB - 10 Days,38.87  $,61.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Costa Rica,VNR2NUEB0WD3,Costa Rica 20GB - 15 Days,41.01  $,62.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Costa Rica,O7RAYUGFM7RD,Costa Rica 20GB - 30 Days,42.76  $,66.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Costa Rica,UHPEVYVDH2YQ,Costa Rica 20GB - 5 Days,34.99  $,60.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Costa Rica,X9NDJCPZGIG3,Costa Rica 3GB - 10 Days,10.22  $,14.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Costa Rica,BOVRFJVZSSGM,Costa Rica 3GB - 15 Days,10.78  $,14.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Costa Rica,CTW3ITDZYZAP,Costa Rica 3GB - 30 Days,11.24  $,17.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Costa Rica,LSZH0PNPEKJR,Costa Rica 3GB - 5 Days,9.20  $,13.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Costa Rica,ECGIYBKWVGPO,Costa Rica 5GB - 10 Days,14.39  $,24.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Costa Rica,TVF2DDWSXLA3,Costa Rica 5GB - 15 Days,15.18  $,24.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Costa Rica,JKB4C0WR47IZ,Costa Rica 5GB - 30 Days,15.83  $,27.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Costa Rica,A8EHL35YOF7O,Costa Rica 5GB - 5 Days,12.95  $,23.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Costa Rica,PFIHTEMYMXNU,Costa Rica Unlimited MAX - 10 Days,62.99  $,64.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Costa Rica,MLS7LCMZWXXZ,Costa Rica Unlimited MAX - 15 Days,46.97  $,94.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Costa Rica,KNMWUPEJ9YRX,Costa Rica Unlimited MAX - 30 Days,69.59  $,119.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Costa Rica,N6V4OLPSYY5O,Costa Rica Unlimited MAX - 5 Days,35.99  $,34.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Costa Rica,GRDSHLU2UWM2,Costa Rica Unlimited STANDARD - 10 Days,31.31  $,54.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Costa Rica,LBEZ7HJK6UKA,Costa Rica Unlimited STANDARD - 15 Days,46.07  $,79.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Costa Rica,GDQAYHFW3MHE,Costa Rica Unlimited STANDARD - 30 Days,52.19  $,99.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Costa Rica,ANLQ2TWRXCPX,Costa Rica Unlimited STANDARD - 5 Days,16.74  $,24.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Croatia,DR12QNIBGMUS,Croatia 10GB - 10 Days,6.00  $,9.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Croatia,WLRY16L9KPGC,Croatia 10GB - 15 Days,6.32  $,9.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Croatia,Z0GKHXEOTE8V,Croatia 10GB - 30 Days,6.59  $,12.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Croatia,ZTSHYPPHXTMA,Croatia 10GB - 5 Days,5.40  $,8.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Croatia,YZEA8SQ7QKG9,Croatia 1GB - 10 Days,2.00  $,3.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Croatia,AJA7EUAIS92W,Croatia 1GB - 15 Days,2.11  $,4.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Croatia,PYZEFIZUVGLH,Croatia 1GB - 30 Days,2.20  $,6.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Croatia,NPWCI5FDKXCG,Croatia 1GB - 5 Days,1.80  $,2.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Croatia,LVMOBO9QPGAP,Croatia 20GB - 10 Days,9.00  $,18.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Croatia,3TFVRHODE6SG,Croatia 20GB - 15 Days,9.49  $,19.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Croatia,ZXOASOSN8QSH,Croatia 20GB - 30 Days,9.89  $,21.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Croatia,ACKCP6ILMKQP,Croatia 20GB - 5 Days,8.10  $,17.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Croatia,MQWAWQ2MQABA,Croatia 3GB - 10 Days,3.00  $,7.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Croatia,JYNC7IBXUJOQ,Croatia 3GB - 15 Days,3.16  $,8.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Croatia,PBKHQLSCIOF8,Croatia 3GB - 30 Days,3.29  $,9.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Croatia,VANICD4D3WLP,Croatia 3GB - 5 Days,2.70  $,7.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Croatia,DNUZRTEWGXYE,Croatia 5GB - 10 Days,4.00  $,5.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Croatia,HNO9S8SVKBG4,Croatia 5GB - 15 Days,4.21  $,6.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Croatia,PGUDOIIKP86C,Croatia 5GB - 30 Days,4.39  $,8.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Croatia,07IKSM2IJDFZ,Croatia 5GB - 5 Days,3.60  $,4.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Croatia,1FPUGCLRKKTD,Croatia Unlimited LITE - 10 Days,14.49  $,24.99  $,Unlimited,10,Yes,"Daily - 2GB per Day, then 1Mbps"
  Croatia,J2CEDVQYL9EQ,Croatia Unlimited LITE - 15 Days,19.13  $,32.99  $,Unlimited,15,Yes,"Daily - 2GB per Day, then 1Mbps"
  Croatia,9V0OXVFX3NDC,Croatia Unlimited LITE - 30 Days,27.96  $,40.99  $,Unlimited,30,Yes,"Daily - 2GB per Day, then 1Mbps"
  Croatia,LSEDE0W33QXR,Croatia Unlimited LITE - 5 Days,9.85  $,16.99  $,Unlimited,5,Yes,"Daily - 2GB per Day, then 1Mbps"
  Croatia,CQHUNN6RISYG,Croatia Unlimited MAX - 10 Days,22.44  $,29.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Croatia,QOSNBI0U5CEA,Croatia Unlimited MAX - 15 Days,27.66  $,49.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Croatia,0QRCOFEJUXU3,Croatia Unlimited MAX - 30 Days,38.32  $,59.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Croatia,41P398ZBIWZ2,Croatia Unlimited MAX - 5 Days,12.52  $,24.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Croatia,JLMALBBS1MOC,Croatia Unlimited STANDARD - 10 Days,14.49  $,24.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Croatia,EEWEIXQDGPLS,Croatia Unlimited STANDARD - 15 Days,19.13  $,39.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Croatia,A9SVXJLRWUIF,Croatia Unlimited STANDARD - 30 Days,30.50  $,49.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Croatia,DLTNAGORIMUA,Croatia Unlimited STANDARD - 5 Days,9.85  $,14.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Curacao,5SKDOHRYX0AU,Curacao 10GB - 10 Days,34.00  $,41.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Curacao,7B4PVYDLUW5C,Curacao 10GB - 15 Days,35.87  $,42.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Curacao,BGFEWCVWYVEH,Curacao 10GB - 30 Days,37.40  $,46.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Curacao,IOW7GCPYRRW1,Curacao 10GB - 5 Days,30.60  $,40.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Curacao,CS04J5XTNQXT,Curacao 1GB - 10 Days,5.34  $,5.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Curacao,LFMFVZIBZ3EX,Curacao 1GB - 15 Days,5.63  $,6.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Curacao,MEZQTTOKW3YH,Curacao 1GB - 30 Days,5.87  $,8.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Curacao,ZXSPS6KHVV79,Curacao 1GB - 5 Days,4.81  $,4.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Curacao,L8NASX3Y5NV7,Curacao 3GB - 10 Days,12.37  $,14.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Curacao,YIG6L5FR8DLT,Curacao 3GB - 15 Days,13.05  $,14.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Curacao,SWUPK6FQAR1S,Curacao 3GB - 30 Days,13.61  $,17.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Curacao,2WBB00TPZEIL,Curacao 3GB - 5 Days,11.13  $,13.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Curacao,ASWCE4WV1J24,Curacao 5GB - 10 Days,19.42  $,24.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Curacao,AHEINPYO18CB,Curacao 5GB - 15 Days,20.49  $,24.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Curacao,OJ9P0LSMBUIN,Curacao 5GB - 30 Days,21.36  $,27.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Curacao,29JHMKBQT5OT,Curacao 5GB - 5 Days,17.48  $,23.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Cyprus,W4KW9ONCSMOR,Cyprus 10GB - 10 Days,6.00  $,9.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Cyprus,MKLZVCB3OFNJ,Cyprus 10GB - 15 Days,6.32  $,9.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Cyprus,PRSVVHJPYMKC,Cyprus 10GB - 30 Days,6.59  $,12.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Cyprus,NIXUMSJBN6DB,Cyprus 10GB - 5 Days,5.40  $,8.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Cyprus,EGW2T54ALHL0,Cyprus 1GB - 10 Days,2.00  $,3.99  $,1,10,Yes,Limit - Maximum Data 1GB
  Cyprus,HSLOLTVLBBOV,Cyprus 1GB - 15 Days,2.11  $,4.99  $,1,15,Yes,Limit - Maximum Data 1GB
  Cyprus,VURFT8WGR1AG,Cyprus 1GB - 30 Days,2.20  $,6.99  $,1,30,Yes,Limit - Maximum Data 1GB
  Cyprus,K3KVBPFAG397,Cyprus 1GB - 5 Days,1.80  $,2.99  $,1,5,Yes,Limit - Maximum Data 1GB
  Cyprus,EQ1SMK2EVLR1,Cyprus 20GB - 10 Days,9.00  $,18.99  $,20,10,Yes,Limit - Maximum Data 20GB
  Cyprus,QD8EZMWB5CRH,Cyprus 20GB - 15 Days,9.49  $,19.99  $,20,15,Yes,Limit - Maximum Data 20GB
  Cyprus,IR1TC6WE5MIQ,Cyprus 20GB - 30 Days,9.89  $,21.99  $,20,30,Yes,Limit - Maximum Data 20GB
  Cyprus,5IW2RLEYW8AM,Cyprus 20GB - 5 Days,8.10  $,17.99  $,20,5,Yes,Limit - Maximum Data 20GB
  Cyprus,WXRQUONICXDN,Cyprus 3GB - 10 Days,3.00  $,6.99  $,3,10,Yes,Limit - Maximum Data 3GB
  Cyprus,Q5ZS1QQQ0AVE,Cyprus 3GB - 15 Days,3.16  $,7.99  $,3,15,Yes,Limit - Maximum Data 3GB
  Cyprus,6RMZ7CTOWQ2Y,Cyprus 3GB - 30 Days,3.29  $,8.99  $,3,30,Yes,Limit - Maximum Data 3GB
  Cyprus,IEWRCOZK22YY,Cyprus 3GB - 5 Days,2.70  $,6.99  $,3,5,Yes,Limit - Maximum Data 3GB
  Cyprus,MBFG3HHHBINO,Cyprus 5GB - 10 Days,4.00  $,5.99  $,5,10,Yes,Limit - Maximum Data 5GB
  Cyprus,YCG3FSBUOO1X,Cyprus 5GB - 15 Days,4.21  $,6.99  $,5,15,Yes,Limit - Maximum Data 5GB
  Cyprus,SRL23BJRAU0O,Cyprus 5GB - 30 Days,4.39  $,8.99  $,5,30,Yes,Limit - Maximum Data 5GB
  Cyprus,K8PHTYMTDWGW,Cyprus 5GB - 5 Days,3.60  $,4.99  $,5,5,Yes,Limit - Maximum Data 5GB
  Cyprus,98TX87BIQHCU,Cyprus Unlimited LITE - 10 Days,13.04  $,24.99  $,Unlimited,10,Yes,"Daily - 2GB per Day, then 1Mbps"
  Cyprus,2XQSKZSDYWB5,Cyprus Unlimited LITE - 15 Days,17.22  $,32.99  $,Unlimited,15,Yes,"Daily - 2GB per Day, then 1Mbps"
  Cyprus,OKIYOTGCLP4X,Cyprus Unlimited LITE - 30 Days,21.40  $,40.99  $,Unlimited,30,Yes,"Daily - 2GB per Day, then 1Mbps"
  Cyprus,L7LNGPV0ZZJO,Cyprus Unlimited LITE - 5 Days,8.87  $,16.99  $,Unlimited,5,Yes,"Daily - 2GB per Day, then 1Mbps"
  Cyprus,7MQX6QWFI8ZT,Cyprus Unlimited MAX - 10 Days,21.40  $,29.99  $,Unlimited,10,Yes,"Daily - 5GB per Day, then 1Mbps"
  Cyprus,2LXGYSZ6HSMW,Cyprus Unlimited MAX - 15 Days,25.57  $,39.99  $,Unlimited,15,Yes,"Daily - 5GB per Day, then 1Mbps"
  Cyprus,T2UAC5UDPOFI,Cyprus Unlimited MAX - 30 Days,29.75  $,49.99  $,Unlimited,30,Yes,"Daily - 5GB per Day, then 1Mbps"
  Cyprus,I10C6WYN8M3F,Cyprus Unlimited MAX - 5 Days,13.04  $,24.99  $,Unlimited,5,Yes,"Daily - 5GB per Day, then 1Mbps"
  Cyprus,0XIZBTDX2JK4,Cyprus Unlimited STANDARD - 10 Days,13.04  $,19.99  $,Unlimited,10,Yes,"Daily - 3GB per Day, then 1Mbps"
  Cyprus,ZTVL5VKBCW1A,Cyprus Unlimited STANDARD - 15 Days,17.22  $,29.99  $,Unlimited,15,Yes,"Daily - 3GB per Day, then 1Mbps"
  Cyprus,B0PIFVJDPF2O,Cyprus Unlimited STANDARD - 30 Days,21.40  $,39.99  $,Unlimited,30,Yes,"Daily - 3GB per Day, then 1Mbps"
  Cyprus,DCN7IK908ODW,Cyprus Unlimited STANDARD - 5 Days,8.87  $,14.99  $,Unlimited,5,Yes,"Daily - 3GB per Day, then 1Mbps"
  Czech Republic,ZEVMH7CCL2UB,Czech Republic 10GB - 10 Days,6.50  $,9.99  $,10,10,Yes,Limit - Maximum Data 10GB
  Czech Republic,EOEINFHG8J3S,Czech Republic 10GB - 15 Days,6.85  $,9.99  $,10,15,Yes,Limit - Maximum Data 10GB
  Czech Republic,ZM9FUOIU6E1L,Czech Republic 10GB - 30 Days,7.14  $,12.99  $,10,30,Yes,Limit - Maximum Data 10GB
  Czech Republic,QZ2IIFUVRMJ1,Czech Republic 10GB - 5 Days,5.85  $,8.99  $,10,5,Yes,Limit - Maximum Data 10GB
  Czech Republic,GN7VYQU9TO3I,Czech Republic 1GB - 10 Days,2.00  $,3.99  $,1,10,Yes,Limit - Maximum Data 1GB
